"AX","M","El","Z","E","J","Thalf","DThalf","Thalf_Seconds","Lambda_perSecond"
"96PD",96,"PD",46,0,"0+","122 S",2,122,0.00819672131147541
"96AG",96,"AG",47,NA,"8+","4.40 S",6,4.4,0.227272727272727
"96AG",96,"AG",47,NA,"2+","6.9 S",6,6.9,0.144927536231884
"96CD",96,"CD",48,0,"0+","1.03 S",NA,1.03,0.970873786407767
"97KR",97,"KR",36,0,"3/2+","63 MS",4,0.063,15.8730158730159
"97RB",97,"RB",37,0,"3/2+","169.1 MS",6,0.1691,5.91366055588409
"97SR",97,"SR",38,0,"1/2+","429 MS",5,0.429,2.33100233100233
"97Y",97,"Y",39,0,"1/2-","3.75 S",3,3.75,0.266666666666667
"97Y",97,"Y",39,667.52,"9/2+","1.17 S",3,1.17,0.854700854700855
"97Y",97,"Y",39,3522.6,"27/2-","142 MS",8,0.142,7.04225352112676
"97ZR",97,"ZR",40,0,"1/2+","16.749 H",8,60296.4,1.65847380606471e-05
"97NB",97,"NB",41,0,"9/2+","72.1 M",7,4326,0.000231160425335183
"97NB",97,"NB",41,743.35,"1/2-","58.7 S",18,58.7,0.0170357751277683
"97TC",97,"TC",43,0,"9/2+","4.21E+6 Y",16,1.32857496e+14,7.52686171354607e-15
"97TC",97,"TC",43,96.57,"1/2-","91.0 D",6,7862400,1.27187627187627e-07
"97TC",97,"TC",43,96.5,"1/2-","91.0 D",6,7862400,1.27187627187627e-07
"97RU",97,"RU",44,0,"5/2+","2.83 D",23,244512,4.08977882476116e-06
"97RH",97,"RH",45,0,"9/2+","30.7 M",6,1842,0.000542888165038002
"97RH",97,"RH",45,258.76,"1/2-","46.2 M",16,2772,0.000360750360750361
"97RH",97,"RH",45,258.76,"1/2-","46.2 M",16,2772,0.000360750360750361
"97RH",97,"RH",45,258.8,"1/2-","46.2 M",16,2772,0.000360750360750361
"97PD",97,"PD",46,0,"5/2+","3.10 M",9,186,0.00537634408602151
"97AG",97,"AG",47,0,"9/2+","25.5 S",3,25.5,0.0392156862745098
"97CD",97,"CD",48,0,"9/2+","2.8 S",6,2.8,0.357142857142857
"97IN",97,"IN",49,0,"9/2+","36 MS",6,0.036,27.7777777777778
"98KR",98,"KR",36,0,"0+","43 MS",4,0.043,23.2558139534884
"98RB",98,"RB",37,0,"0-","115 MS",6,0.115,8.69565217391304
"98RB",98,"RB",37,270,"3+","96 MS",3,0.096,10.4166666666667
"98RB",98,"RB",37,0,"0","145 MS",25,0.145,6.89655172413793
"98RB",98,"RB",37,270,"3","90 MS",10,0.09,11.1111111111111
"98SR",98,"SR",38,0,"0+","0.653 S",2,0.653,1.53139356814701
"98Y",98,"Y",39,0,"0-","0.548 S",2,0.548,1.82481751824817
"98ZR",98,"ZR",40,0,"0+","30.7 S",4,30.7,0.0325732899022801
"98NB",98,"NB",41,0,"1+","2.86 S",6,2.86,0.34965034965035
"98NB",98,"NB",41,84,"5+","51.1 M",4,3066,0.000326157860404436
"98TC",98,"TC",43,0,"6+","4.2E+6 Y",3,1.3254192e+14,7.54478281286404e-15
"98RH",98,"RH",45,0,"2+","8.72 M",12,523.2,0.00191131498470948
"98RH",98,"RH",45,56.3,"5+","3.6 M",2,216,0.00462962962962963
"98PD",98,"PD",46,0,"0+","17.7 M",4,1062,0.000941619585687382
"98AG",98,"AG",47,0,"6+","47.5 S",3,47.5,0.0210526315789474
"98CD",98,"CD",48,0,"0+","9.3 S",1,9.3,0.10752688172043
"98IN",98,"IN",49,0,"0+","30 MS",1,0.03,33.3333333333333
"98IN",98,"IN",49,820,"9+","0.89 S",2,0.89,1.12359550561798
"99RB",99,"RB",37,0,"3/2+","54 MS",4,0.054,18.5185185185185
"99SR",99,"SR",38,0,"3/2+","0.269 S",1,0.269,3.71747211895911
"99Y",99,"Y",39,0,"5/2+","1.484 S",7,1.484,0.673854447439353
"99Y",99,"Y",39,0,"5/2+","1400 MS",70,1.4,0.714285714285714
"99ZR",99,"ZR",40,0,"1/2+","2.1 S",1,2.1,0.476190476190476
"99NB",99,"NB",41,0,"9/2+","15.0 S",2,15,0.0666666666666667
"99NB",99,"NB",41,365.27,"1/2-","2.5 M",2,150,0.00666666666666667
"99NB",99,"NB",41,366,"1/2-","2.5 M",2,150,0.00666666666666667
"99MO",99,"MO",42,0,"1/2+","65.924 H",6,237326.4,4.2136062401823e-06
"99TC",99,"TC",43,0,"9/2+","2.111E+5 Y",12,6661809360000,1.50109369085878e-13
"99TC",99,"TC",43,142.6836,"1/2-","6.0072 H",9,21625.92,4.62408073275033e-05
"99TC",99,"TC",43,142.6,"1/2-","6.0072 H",9,21625.92,4.62408073275033e-05
"99TC",99,"TC",43,142.64,"1/2-","6.0072 H",9,21625.92,4.62408073275033e-05
"99RH",99,"RH",45,0,"1/2-","16.1 D",2,1391040,7.18886588451806e-07
"99RH",99,"RH",45,64.4,"9/2+","4.7 H",1,16920,5.91016548463357e-05
"99RH",99,"RH",45,0,"1/2-","16.1 D",2,1391040,7.18886588451806e-07
"99RH",99,"RH",45,64.2,"9/2+","4.7 H",1,16920,5.91016548463357e-05
"99RH",99,"RH",45,64.4,"9/2+","4.7 H",1,16920,5.91016548463357e-05
"99RH",99,"RH",45,65.2,"9/2+","4.7 H",1,16920,5.91016548463357e-05
"99RH",99,"RH",45,63.9,"9/2+","4.7 H",1,16920,5.91016548463357e-05
"99PD",99,"PD",46,0,"5/2+","21.4 M",2,1284,0.000778816199376947
"99AG",99,"AG",47,0,"9/2+","124 S",3,124,0.00806451612903226
"99AG",99,"AG",47,506.2,"1/2-","10.5 S",5,10.5,0.0952380952380952
"99AG",99,"AG",47,505.9,"1/2-","10.5 S",5,10.5,0.0952380952380952
"99AG",99,"AG",47,506.2,"1/2","10.5 S",5,10.5,0.0952380952380952
"99CD",99,"CD",48,0,"5/2+","16 S",3,16,0.0625
"100KR",100,"KR",36,0,"0+","7 MS",NA,0.007,142.857142857143
"100RB",100,"RB",37,0,"4-","52 MS",2,0.052,19.2307692307692
"100SR",100,"SR",38,0,"0+","200 MS",2,0.2,5
"100Y",100,"Y",39,0,"1-","732 MS",5,0.732,1.36612021857923
"100Y",100,"Y",39,145,"4+","0.94 S",3,0.94,1.06382978723404
"100ZR",100,"ZR",40,0,"0+","7.1 S",4,7.1,0.140845070422535
"100NB",100,"NB",41,0,"1+","1.4 S",2,1.4,0.714285714285714
"100NB",100,"NB",41,314,"5+","2.99 S",11,2.99,0.334448160535117
"100MO",100,"MO",42,0,"0+","7.01E+18 Y",NA,2.21218776e+26,4.5204119563522e-27
"100TC",100,"TC",43,0,"1+","15.65 S",12,15.65,0.0638977635782748
"100RH",100,"RH",45,0,"1-","20.5 H",3,73800,1.3550135501355e-05
"100RH",100,"RH",45,107.59,"5+","4.6 M",2,276,0.0036231884057971
"100RH",100,"RH",45,107.6,"5+","4.6 M",2,276,0.0036231884057971
"100RH",100,"RH",45,107.2,"5+","4.6 M",2,276,0.0036231884057971
"100RH",100,"RH",45,107.6,"5+","4.6 M",2,276,0.0036231884057971
"100RH",100,"RH",45,107.6,"5+","4.6 M",2,276,0.0036231884057971
"100PD",100,"PD",46,0,"0+","3.63 D",9,313632,3.18845015814713e-06
"100AG",100,"AG",47,0,"5+","2.01 M",10,120.6,0.00829187396351575
"100AG",100,"AG",47,15.52,"2+","2.24 M",15,134.4,0.00744047619047619
"100CD",100,"CD",48,0,"0+","49.1 S",5,49.1,0.0203665987780041
"100IN",100,"IN",49,0,"6+","5.65 S",6,5.65,0.176991150442478
"100SN",100,"SN",50,0,"0+","1.18 S",8,1.18,0.847457627118644
"101RB",101,"RB",37,0,"3/2+","32 MS",5,0.032,31.25
"101SR",101,"SR",38,0,"5/2-","118 MS",3,0.118,8.47457627118644
"101Y",101,"Y",39,0,"5/2+","0.45 S",2,0.45,2.22222222222222
"101Y",101,"Y",39,0,"5/2+","500 MS",50,0.5,2
"101ZR",101,"ZR",40,0,"3/2+","2.3 S",1,2.3,0.434782608695652
"101NB",101,"NB",41,0,"5/2+","7.1 S",3,7.1,0.140845070422535
"101MO",101,"MO",42,0,"1/2+","14.61 M",3,876.6,0.00114077116130504
"101TC",101,"TC",43,0,"9/2+","14.22 M",1,853.2,0.00117205813408345
"101TC",101,"TC",43,0,"9/2+","14.2 M",1,852,0.00117370892018779
"101RH",101,"RH",45,0,"1/2-","3.3 Y",3,104140080,9.60245085273604e-09
"101RH",101,"RH",45,157.32,"9/2+","4.34 D",1,374976,2.6668373442567e-06
"101RH",101,"RH",45,157.32,"9/2+","4.34 D",1,374976,2.6668373442567e-06
"101RH",101,"RH",45,157.41,"9/2+","4.34 D",1,374976,2.6668373442567e-06
"101RH",101,"RH",45,157.4,"9/2+","4.34 D",1,374976,2.6668373442567e-06
"101RH",101,"RH",45,157.3,"9/2+","4.34 D",1,374976,2.6668373442567e-06
"101PD",101,"PD",46,0,"5/2+","8.47 H",6,30492,3.27954873409419e-05
"101PD",101,"PD",46,0,"5/2+","8.47 H",6,30492,3.27954873409419e-05
"101AG",101,"AG",47,0,"9/2+","11.1 M",3,666,0.0015015015015015
"101AG",101,"AG",47,274.1,"1/2-","3.10 S",10,3.1,0.32258064516129
"101AG",101,"AG",47,274.3,"1/2-","3.10 S",10,3.1,0.32258064516129
"101AG",101,"AG",47,274,"1/2-","3.10 S",NA,3.1,0.32258064516129
"101AG",101,"AG",47,274.2,"1/2-","3.12 S",NA,3.12,0.32051282051282
"101CD",101,"CD",48,0,"5/2+","1.36 M",5,81.6,0.0122549019607843
"101IN",101,"IN",49,0,"9/2+","15.1 S",3,15.1,0.0662251655629139
"101SN",101,"SN",50,0,"5/2+","1.7 S",3,1.7,0.588235294117647
"101SN",101,"SN",50,0,"5/2+","1.3 S",5,1.3,0.769230769230769
"102SR",102,"SR",38,0,"0+","69 MS",6,0.069,14.4927536231884
"102ZR",102,"ZR",40,0,"0+","2.9 S",2,2.9,0.344827586206897
"102NB",102,"NB",41,0,"4+","4.3 S",4,4.3,0.232558139534884
"102NB",102,"NB",41,NA,"1+","1.3 S",2,1.3,0.769230769230769
"102MO",102,"MO",42,0,"0+","11.3 M",2,678,0.00147492625368732
"102TC",102,"TC",43,0,"1+","5.28 S",15,5.28,0.189393939393939
"102RH",102,"RH",45,140.73,"6+","3.742 Y",10,118088539.2,8.46822229129582e-09
"102RH",102,"RH",45,140.68,"6+","3.742 Y",10,118088539.2,8.46822229129582e-09
"102RH",102,"RH",45,140.6,"6+","3.742 Y",10,118088539.2,8.46822229129582e-09
"102AG",102,"AG",47,0,"5+","12.9 M",3,774,0.00129198966408269
"102AG",102,"AG",47,9.4,"2+","7.7 M",5,462,0.00216450216450216
"102AG",102,"AG",47,9.3,"2+","7.7 M",5,462,0.00216450216450216
"102CD",102,"CD",48,0,"0+","5.5 M",5,330,0.00303030303030303
"102IN",102,"IN",49,0,"6+","23.3 S",1,23.3,0.0429184549356223
"102SN",102,"SN",50,0,"0+","3.8 S",2,3.8,0.263157894736842
"102SN",102,"SN",50,0,"0+","4.5 S",7,4.5,0.222222222222222
"103Y",103,"Y",39,0,"5/2+","0.23 S",2,0.23,4.34782608695652
"103ZR",103,"ZR",40,0,"5/2-","1.3 S",1,1.3,0.769230769230769
"103NB",103,"NB",41,0,"5/2+","1.5 S",2,1.5,0.666666666666667
"103MO",103,"MO",42,0,"3/2+","67.5 S",15,67.5,0.0148148148148148
"103TC",103,"TC",43,0,"5/2+","54.2 S",8,54.2,0.018450184501845
"103RU",103,"RU",44,0,"3/2+","39.247 D",13,3390940.8,2.94903408517188e-07
"103RU",103,"RU",44,238.2,"11/2-","1.69 MS",7,0.00169,591.715976331361
"103RU",103,"RU",44,0,"3/2+","39.247 D",5,3390940.8,2.94903408517188e-07
"103RU",103,"RU",44,238.2,"11/2-","1.67 MS",10,0.00167,598.802395209581
"103RH",103,"RH",45,39.753,"7/2+","56.114 M",9,3366.84,0.000297014411139229
"103RH",103,"RH",45,39.756,"7/2+","56.114 M",9,3366.84,0.000297014411139229
"103RH",103,"RH",45,39.754,"7/2+","56.114 M",20,3366.84,0.000297014411139229
"103PD",103,"PD",46,0,"5/2+","16.991 D",19,1468022.4,6.81188515924553e-07
"103AG",103,"AG",47,0,"7/2+","65.7 M",7,3942,0.000253678335870117
"103AG",103,"AG",47,134.45,"1/2-","5.7 S",3,5.7,0.175438596491228
"103AG",103,"AG",47,134.4,"1/2-","5.7 S",3,5.7,0.175438596491228
"103AG",103,"AG",47,134.45,"1/2-","5.7 S",3,5.7,0.175438596491228
"103CD",103,"CD",48,0,"5/2+","7.3 M",1,438,0.00228310502283105
"103IN",103,"IN",49,0,"9/2+","65 S",7,65,0.0153846153846154
"103IN",103,"IN",49,631.7,"1/2-","34 S",2,34,0.0294117647058824
"103IN",103,"IN",49,0,"9/2+","65 S",7,65,0.0153846153846154
"103IN",103,"IN",49,631.7,"1/2-","34 S",2,34,0.0294117647058824
"103SN",103,"SN",50,0,"5/2+","7.0 S",2,7,0.142857142857143
"104SR",104,"SR",38,0,"0+","53 MS",5,0.053,18.8679245283019
"104ZR",104,"ZR",40,0,"0+","1.2 S",3,1.2,0.833333333333333
"104NB",104,"NB",41,0,"1+","4.9 S",3,4.9,0.204081632653061
"104NB",104,"NB",41,0,"1+","4.8 S",4,4.8,0.208333333333333
"104MO",104,"MO",42,0,"0+","60 S",2,60,0.0166666666666667
"104TC",104,"TC",43,0,"3+","18.3 M",3,1098,0.000910746812386157
"104RH",104,"RH",45,0,"1+","42.3 S",4,42.3,0.0236406619385343
"104RH",104,"RH",45,128.9679,"5+","4.34 M",3,260.4,0.00384024577572965
"104RH",104,"RH",45,0,"1+","42.3 S",NA,42.3,0.0236406619385343
"104RH",104,"RH",45,128.956,"5+","4.34 M",5,260.4,0.00384024577572965
"104RH",104,"RH",45,0,"1+","42.3 S",3,42.3,0.0236406619385343
"104RH",104,"RH",45,128.97,"5+","4.34 M",3,260.4,0.00384024577572965
"104AG",104,"AG",47,0,"5+","69.2 M",10,4152,0.000240847784200385
"104AG",104,"AG",47,6.9,"2+","33.5 M",20,2010,0.000497512437810945
"104AG",104,"AG",47,0,"5+","69.2 M",NA,4152,0.000240847784200385
"104CD",104,"CD",48,0,"0+","57.7 M",10,3462,0.000288850375505488
"104IN",104,"IN",49,0,"6+","1.80 M",3,108,0.00925925925925926
"104IN",104,"IN",49,93.48,"3+","15.7 S",5,15.7,0.0636942675159236
"104IN",104,"IN",49,0,"6+","57.7 M",10,3462,0.000288850375505488
"104IN",104,"IN",49,93.5,"3+","15.7 S",5,15.7,0.0636942675159236
"104SN",104,"SN",50,0,"0+","20.8 S",5,20.8,0.0480769230769231
"105ZR",105,"ZR",40,0,"5/2+","0.66 S",5,0.66,1.51515151515152
"105NB",105,"NB",41,0,"5/2+","2.91 S",5,2.91,0.343642611683849
"105MO",105,"MO",42,0,"5/2-","36.3 S",8,36.3,0.0275482093663912
"105TC",105,"TC",43,0,"3/2-","7.64 M",6,458.4,0.00218150087260035
"105RU",105,"RU",44,0,"3/2+","4.439 H",11,15980.4,6.2576656404095e-05
"105RH",105,"RH",45,0,"7/2+","35.341 H",19,127227.6,7.85992976366763e-06
"105RH",105,"RH",45,129.742,"1/2-","42.8 S",3,42.8,0.0233644859813084
"105RH",105,"RH",45,0,"7/2+","35.33 H",2,127188,7.86237695380067e-06
"105RH",105,"RH",45,129.782,"1/2-","42.8 S",3,42.8,0.0233644859813084
"105AG",105,"AG",47,0,"1/2-","41.29 D",7,3567456,2.80311796417391e-07
"105AG",105,"AG",47,25.468,"7/2+","7.23 M",16,433.8,0.00230520977408944
"105AG",105,"AG",47,25.48,"7/2+","7.23 M",16,433.8,0.00230520977408944
"105AG",105,"AG",47,25.47,"7/2+","7.23 M",16,433.8,0.00230520977408944
"105AG",105,"AG",47,25.48,"7/2+","7.23 M",16,433.8,0.00230520977408944
"105CD",105,"CD",48,0,"5/2+","55.5 M",4,3330,0.0003003003003003
"105IN",105,"IN",49,0,"9/2+","5.07 M",7,304.2,0.00328731097961867
"105IN",105,"IN",49,674.09,"1/2-","48 S",6,48,0.0208333333333333
"105IN",105,"IN",49,674.1,"1/2-","48 S",6,48,0.0208333333333333
"105SN",105,"SN",50,0,"5/2+","32.7 S",5,32.7,0.0305810397553517
"105SB",105,"SB",51,0,"5/2+","1.22 S",11,1.22,0.819672131147541
"106SR",106,"SR",38,0,"0+","20 MS",NA,0.02,50
"106ZR",106,"ZR",40,0,"0+","180 MS",9,0.18,5.55555555555556
"106ZR",106,"ZR",40,0,"0+","191 MS",19,0.191,5.23560209424084
"106NB",106,"NB",41,0,"1-","1.02 S",5,1.02,0.980392156862745
"106MO",106,"MO",42,0,"0+","8.73 S",12,8.73,0.11454753722795
"106MO",106,"MO",42,0,"0+","8.4 S",5,8.4,0.119047619047619
"106RU",106,"RU",44,0,"0+","371.8 D",18,32123520,3.11298388221465e-08
"106RH",106,"RH",45,0,"1+","30.07 S",35,30.07,0.033255736614566
"106RH",106,"RH",45,137,"6+","131 M",2,7860,0.000127226463104326
"106RH",106,"RH",45,0,"1+","29.80 S",8,29.8,0.0335570469798658
"106AG",106,"AG",47,0,"1+","23.96 M",4,1437.6,0.000695603784084585
"106AG",106,"AG",47,89.66,"6+","8.28 D",2,715392,1.39783503310073e-06
"106AG",106,"AG",47,0,"1+","23.96 M",1,1437.6,0.000695603784084585
"106AG",106,"AG",47,89.66,"6+","8.46 D",10,730944,1.3680938621837e-06
"106AG",106,"AG",47,89.66,"6+","8.46 D",2,730944,1.3680938621837e-06
"106IN",106,"IN",49,0,"7+","6.2 M",1,372,0.00268817204301075
"106IN",106,"IN",49,28.6,"2+","5.2 M",1,312,0.00320512820512821
"106IN",106,"IN",49,28.6,"2+","5.2 M",1,312,0.00320512820512821
"106SN",106,"SN",50,0,"0+","115 S",5,115,0.00869565217391304
"106SB",106,"SB",51,0,"2+","0.6 S",2,0.6,1.66666666666667
"107MO",107,"MO",42,0,"5/2+","3.5 S",5,3.5,0.285714285714286
"107TC",107,"TC",43,0,"3/2-","21.2 S",2,21.2,0.0471698113207547
"107RU",107,"RU",44,0,"5/2+","3.75 M",5,225,0.00444444444444444
"107RH",107,"RH",45,0,"7/2+","21.7 M",4,1302,0.000768049155145929
"107PD",107,"PD",46,0,"5/2+","6.5E+6 Y",3,2.051244e+14,4.87509043292753e-15
"107PD",107,"PD",46,214.6,"11/2-","21.3 S",5,21.3,0.0469483568075117
"107PD",107,"PD",46,214.9,"11/2-","21.3 S",5,21.3,0.0469483568075117
"107AG",107,"AG",47,93.125,"7/2+","44.3 S",2,44.3,0.0225733634311512
"107AG",107,"AG",47,93.124,"7/2+","44.3 S",2,44.3,0.0225733634311512
"107AG",107,"AG",47,93.126,"7/2+","44.3 S",2,44.3,0.0225733634311512
"107AG",107,"AG",47,93,"7/2+","44.3 S",2,44.3,0.0225733634311512
"107AG",107,"AG",47,93.1,"7/2+","44.3 S",2,44.3,0.0225733634311512
"107AG",107,"AG",47,93.124,"7/2+","44.3 S",2,44.3,0.0225733634311512
"107CD",107,"CD",48,0,"5/2+","6.50 H",2,23400,4.27350427350427e-05
"107IN",107,"IN",49,0,"9/2+","32.4 M",3,1944,0.00051440329218107
"107IN",107,"IN",49,678.5,"1/2-","50.4 S",6,50.4,0.0198412698412698
"107IN",107,"IN",49,678.5,"1/2-","50.4 S",6,50.4,0.0198412698412698
"107IN",107,"IN",49,678.6,"1/2-","50.4 S",6,50.4,0.0198412698412698
"107IN",107,"IN",49,678.3,"1/2-","50.4 S",6,50.4,0.0198412698412698
"107SN",107,"SN",50,0,"5/2+","2.90 M",5,174,0.00574712643678161
"107SB",107,"SB",51,0,"5/2+","4.0 S",2,4,0.25
"108ZR",108,"ZR",40,0,"0+","77.4 MS",22,0.0774,12.9198966408269
"108NB",108,"NB",41,0,"2+","198 MS",6,0.198,5.05050505050505
"108MO",108,"MO",42,0,"0+","1.09 S",2,1.09,0.91743119266055
"108TC",108,"TC",43,0,"2+","5.17 S",7,5.17,0.193423597678917
"108RU",108,"RU",44,0,"0+","4.55 M",5,273,0.00366300366300366
"108RH",108,"RH",45,0,"1+","16.8 S",5,16.8,0.0595238095238095
"108RH",108,"RH",45,NA,"5+","6.0 M",3,360,0.00277777777777778
"108AG",108,"AG",47,0,"1+","2.382 M",11,142.92,0.00699692135460397
"108AG",108,"AG",47,109.466,"6+","438 Y",9,13822228800,7.23472324521209e-11
"108AG",108,"AG",47,109.51,"6+","438 Y",9,13822228800,7.23472324521209e-11
"108IN",108,"IN",49,0,"7+","58.0 M",12,3480,0.00028735632183908
"108IN",108,"IN",49,29.75,"2+","39.6 M",7,2376,0.000420875420875421
"108IN",108,"IN",49,29.7,"2+","39.6 M",7,2376,0.000420875420875421
"108SN",108,"SN",50,0,"0+","10.30 M",8,618,0.00161812297734628
"108SB",108,"SB",51,0,"4+","7.4 S",3,7.4,0.135135135135135
"108TE",108,"TE",52,0,"0+","2.1 S",1,2.1,0.476190476190476
"108I",108,"I",53,0,"1","36 MS",6,0.036,27.7777777777778
"109Y",109,"Y",39,0,"5/2+","25 MS",5,0.025,40
"109ZR",109,"ZR",40,0,"5/2+","56 MS",3,0.056,17.8571428571429
"109NB",109,"NB",41,0,"5/2+","108 MS",5,0.108,9.25925925925926
"109MO",109,"MO",42,0,"5/2+","0.61 S",NA,0.61,1.63934426229508
"109TC",109,"TC",43,0,"5/2+","0.91 S",3,0.91,1.0989010989011
"109RU",109,"RU",44,0,"5/2+","34.4 S",2,34.4,0.0290697674418605
"109RH",109,"RH",45,0,"7/2+","80.8 S",7,80.8,0.0123762376237624
"109PD",109,"PD",46,0,"5/2+","13.59 H",12,48924,2.04398659144796e-05
"109PD",109,"PD",46,188.9903,"11/2-","4.703 M",9,282.18,0.0035438372669927
"109PD",109,"PD",46,188.9,"11/2-","4.703 M",9,282.18,0.0035438372669927
"109AG",109,"AG",47,88.0337,"7/2+","39.79 S",21,39.79,0.0251319426991706
"109AG",109,"AG",47,88.0338,"7/2+","39.79 S",21,39.79,0.0251319426991706
"109AG",109,"AG",47,88.0341,"7/2+","39.79 S",21,39.79,0.0251319426991706
"109AG",109,"AG",47,88.032,"7/2+","39.79 S",21,39.79,0.0251319426991706
"109CD",109,"CD",48,0,"5/2+","461.9 D",4,39908160,2.50575320936871e-08
"109IN",109,"IN",49,0,"9/2+","4.159 H",10,14972.4,6.67895594560658e-05
"109IN",109,"IN",49,649.79,"1/2-","1.34 M",6,80.4,0.0124378109452736
"109IN",109,"IN",49,2101.86,"19/2+","210.0 MS",9,0.21,4.76190476190476
"109IN",109,"IN",49,649.8,"1/2-","1.34 M",6,80.4,0.0124378109452736
"109IN",109,"IN",49,649.8,"1/2-","1.34 M",7,80.4,0.0124378109452736
"109IN",109,"IN",49,2101.83,"19/2+","210 MS",4,0.21,4.76190476190476
"109IN",109,"IN",49,2101.87,"19/2+","210.0 MS",9,0.21,4.76190476190476
"109IN",109,"IN",49,2101.6,"19/2+","210.0 MS",9,0.21,4.76190476190476
"109IN",109,"IN",49,2101.82,"19/2+","210.0 MS",9,0.21,4.76190476190476
"109SN",109,"SN",50,0,"5/2+","18.1 M",2,1086,0.000920810313075506
"109SN",109,"SN",50,0,"5/2+","18.2 M",2,1092,0.000915750915750916
"109SB",109,"SB",51,0,"5/2+","17.2 S",5,17.2,0.0581395348837209
"109SB",109,"SB",51,0,"5/2+","17.2 S",5,17.2,0.0581395348837209
"109TE",109,"TE",52,0,"5/2+","4.4 S",2,4.4,0.227272727272727
"109XE",109,"XE",54,0,"7/2+","13 MS",2,0.013,76.9230769230769
"110ZR",110,"ZR",40,0,"0+","37.5 MS",20,0.0375,26.6666666666667
"110ZR",110,"ZR",40,0,"0+","37 MS",NA,0.037,27.027027027027
"110NB",110,"NB",41,0,"5","82 MS",4,0.082,12.1951219512195
"110MO",110,"MO",42,0,"0+","0.296 S",17,0.296,3.37837837837838
"110RU",110,"RU",44,0,"0+","12.04 S",17,12.04,0.0830564784053156
"110RH",110,"RH",45,0,"1+","3.35 S",12,3.35,0.298507462686567
"110RH",110,"RH",45,NA,"6+","28.0 S",13,28,0.0357142857142857
"110RH",110,"RH",45,NA,"5+","28.0 S",13,28,0.0357142857142857
"110AG",110,"AG",47,0,"1+","24.56 S",11,24.56,0.0407166123778502
"110AG",110,"AG",47,117.59,"6+","249.83 D",4,21585312,4.63277991997521e-08
"110IN",110,"IN",49,0,"7+","4.92 H",8,17712,5.64588979223126e-05
"110IN",110,"IN",49,62.08,"2+","69.1 M",5,4146,0.000241196333815726
"110SN",110,"SN",50,0,"0+","4.154 H",4,14954.4,6.68699513186754e-05
"110SB",110,"SB",51,0,"3+","23.6 S",3,23.6,0.0423728813559322
"110TE",110,"TE",52,0,"0+","18.6 S",8,18.6,0.053763440860215
"110I",110,"I",53,0,"1+","0.664 S",24,0.664,1.50602409638554
"110XE",110,"XE",54,0,"0+","93 MS",3,0.093,10.752688172043
"111TC",111,"TC",43,0,"5/2+","290 MS",20,0.29,3.44827586206897
"111RU",111,"RU",44,0,"5/2+","2.12 S",7,2.12,0.471698113207547
"111RH",111,"RH",45,0,"7/2+","11 S",1,11,0.0909090909090909
"111PD",111,"PD",46,0,"5/2+","23.4 M",2,1404,0.000712250712250712
"111PD",111,"PD",46,172.18,"11/2-","5.5 H",1,19800,5.05050505050505e-05
"111PD",111,"PD",46,172.2,"11/2-","5.5 H",1,19800,5.05050505050505e-05
"111PD",111,"PD",46,172,"11/2-","5 H",NA,18000,5.55555555555556e-05
"111AG",111,"AG",47,0,"1/2-","7.45 D",1,643680,1.5535669898086e-06
"111AG",111,"AG",47,59.82,"7/2+","64.8 S",8,64.8,0.0154320987654321
"111AG",111,"AG",47,59.87,"7/2+","64.8 S",8,64.8,0.0154320987654321
"111AG",111,"AG",47,59.79,"7/2+","64.8 S",8,64.8,0.0154320987654321
"111AG",111,"AG",47,59.8,"7/2+","64.8 S",8,64.8,0.0154320987654321
"111CD",111,"CD",48,396.214,"11/2-","48.50 M",9,2910,0.000343642611683849
"111CD",111,"CD",48,396.22,"11/2-","48.54 M",5,2912.4,0.000343359428649911
"111CD",111,"CD",48,396.16,"11/2-","48.50 M",9,2910,0.000343642611683849
"111CD",111,"CD",48,396.16,"11/2-","48.54 M",5,2912.4,0.000343359428649911
"111IN",111,"IN",49,0,"9/2+","2.8047 D",4,242326.08,4.12667097160982e-06
"111IN",111,"IN",49,536.99,"1/2-","7.7 M",2,462,0.00216450216450216
"111IN",111,"IN",49,0,"9/2+","2.8049 D",1,242343.36,4.12637672433031e-06
"111IN",111,"IN",49,537,"1/2-","7.7 M",2,462,0.00216450216450216
"111IN",111,"IN",49,0,"9/2+","2.83 D",1,244512,4.08977882476116e-06
"111IN",111,"IN",49,537.04,"1/2-","7.7 M",2,462,0.00216450216450216
"111IN",111,"IN",49,539,"1/2-","7.7 M",2,462,0.00216450216450216
"111IN",111,"IN",49,536.76,"1/2-","7.7 M",2,462,0.00216450216450216
"111SN",111,"SN",50,0,"7/2+","35.3 M",6,2118,0.000472143531633617
"111SN",111,"SN",50,0,"7/2+","35.3 M",8,2118,0.000472143531633617
"111SB",111,"SB",51,0,"5/2+","75 S",1,75,0.0133333333333333
"111TE",111,"TE",52,0,"5/2+","19.3 S",4,19.3,0.0518134715025907
"111I",111,"I",53,0,"5/2+","2.5 S",2,2.5,0.4
"112ZR",112,"ZR",40,0,"0+","30 MS",NA,0.03,33.3333333333333
"112MO",112,"MO",42,0,"0+","120 MS",NA,0.12,8.33333333333333
"112TC",112,"TC",43,0,"2+","271 MS",15,0.271,3.690036900369
"112RU",112,"RU",44,0,"0+","1.75 S",7,1.75,0.571428571428571
"112RH",112,"RH",45,0,"1+","3.6 S",3,3.6,0.277777777777778
