"AX","M","El","Z","E","DE","J","Thalf","DThalf"
"136CE",136,"CE","58",3280.6,4,"(1,2+)",NA,NA
"136CE",136,"CE","58",3361.6,3,"(1,2+)",NA,NA
"136CE",136,"CE","58",3579.4,7,"(1,2+)",NA,NA
"136CE",136,"CE","58",3705.3,6,"(1,2,3)",NA,NA
"136CE",136,"CE","58",4023.3,3,"(1,2,3)",NA,NA
"136PR",136,"PR","59",40.19,7,"1+,2+","9.25 NS",20
"136PR",136,"PR","59",130.53,12,"(3)+",NA,NA
"136PR",136,"PR","59",140.69,12,"0+,1+",NA,NA
"136PR",136,"PR","59",149.11,8,"1+","0.8 NS",NA
"136PR",136,"PR","59",184.51,11,"1+",NA,NA
"136PR",136,"PR","59",334.69,17,"(1+)",NA,NA
"136PR",136,"PR","59",476.63,15,"1+",NA,NA
"136PR",136,"PR","59",574.82,9,"1+",NA,NA
"136PR",136,"PR","59",672.79,22,"(1)+",NA,NA
"136PR",136,"PR","59",793.3,3,"0+,1+",NA,NA
"136PR",136,"PR","59",940.1,21,"(1)+",NA,NA
"136PR",136,"PR","59",972.3,4,"(1)+",NA,NA
"136PR",136,"PR","59",1004.8,4,"(0+,1+)",NA,NA
"136PR",136,"PR","59",1062.6,3,"(0,1)+",NA,NA
"136PR",136,"PR","59",1171.9,3,"(1+)",NA,NA
"136PR",136,"PR","59",1183.9,5,"0,1",NA,NA
"136PR",136,"PR","59",1488.8,3,"(0,1)+",NA,NA
"136ND",136,"ND","60",976.4,4,"4+",NA,NA
"136ND",136,"ND","60",1231.6,4,"(3)+",NA,NA
"136ND",136,"ND","60",1539.8,9,"(4+)",NA,NA
"136ND",136,"ND","60",1746.8,5,"6+",NA,NA
"136ND",136,"ND","60",1927.6,11,NA,NA,NA
"136ND",136,"ND","60",2035.9,6,"(5-)",NA,NA
"136ND",136,"ND","60",2046.6,4,"(5+)",NA,NA
"136ND",136,"ND","60",2349.4,7,NA,NA,NA
"136ND",136,"ND","60",2440.4,6,"(7-)",NA,NA
"137BA",137,"BA","56",0,NA,"3/2+",NA,NA
"137LA",137,"LA","57",10.59,4,"5/2+","89 NS",4
"137LA",137,"LA","57",447.17,6,"5/2+",NA,NA
"137LA",137,"LA","57",493.09,6,"(3/2)+",NA,NA
"137LA",137,"LA","57",641.95,7,"1/2+",NA,NA
"137LA",137,"LA","57",709.3,6,"(3/2)+",NA,NA
"137LA",137,"LA","57",781.57,9,"(7/2)+",NA,NA
"137LA",137,"LA","57",926.33,6,"5/2+",NA,NA
"137LA",137,"LA","57",1171.4,11,"(1/2+,3/2-)",NA,NA
"137LA",137,"LA","57",762.3,10,"11/2+",NA,NA
"137LA",137,"LA","57",835.36,8,"9/2+",NA,NA
"137LA",137,"LA","57",917.44,11,"9/2+",NA,NA
"137LA",137,"LA","57",1004.61,8,"11/2-","0.41 NS",7
"137CE",137,"CE","58",0,NA,"3/2+","9.0 H",3
"137CE",137,"CE","58",434.03,7,"(3/2)+",NA,NA
"137CE",137,"CE","58",514.07,8,"(3/2)+",NA,NA
"137CE",137,"CE","58",763.34,8,"(5/2,3/2)+",NA,NA
"137CE",137,"CE","58",836.7,9,"(5/2)+",NA,NA
"137CE",137,"CE","58",866.74,9,"(5/2,3/2)",NA,NA
"137CE",137,"CE","58",1104.93,12,"3/2",NA,NA
"137CE",137,"CE","58",1179.58,10,"(5/2+)",NA,NA
"137CE",137,"CE","58",1259.5,21,NA,NA,NA
"137CE",137,"CE","58",1271.37,18,"3/2",NA,NA
"137CE",137,"CE","58",1288.7,3,NA,NA,NA
"137CE",137,"CE","58",1435.43,11,NA,NA,NA
"137CE",137,"CE","58",1476.67,17,"(5/2+,3/2+)",NA,NA
"137CE",137,"CE","58",1569.98,24,NA,NA,NA
"137CE",137,"CE","58",1693.34,19,NA,NA,NA
"137CE",137,"CE","58",1800.55,11,NA,NA,NA
"137CE",137,"CE","58",1887.72,16,"3/2",NA,NA
"137CE",137,"CE","58",1925.34,16,"(3/2,5/2)+",NA,NA
"137CE",137,"CE","58",1933.54,11,"3/2+",NA,NA
"137CE",137,"CE","58",1951.73,13,"3/2",NA,NA
"137CE",137,"CE","58",2113.63,13,NA,NA,NA
"137CE",137,"CE","58",2133.7,13,"3/2(+)",NA,NA
"137CE",137,"CE","58",2152.9,3,NA,NA,NA
"137CE",137,"CE","58",2275.22,16,"3/2(+)",NA,NA
"137CE",137,"CE","58",2304.87,23,"3/2(+)",NA,NA
"137CE",137,"CE","58",2347.5,3,NA,NA,NA
"137CE",137,"CE","58",2480,4,NA,NA,NA
"137PR",137,"PR","59",75.44,6,"3/2+","0.38 NS",3
"137PR",137,"PR","59",313.59,7,"(5/2+)",NA,NA
"137PR",137,"PR","59",382.15,7,"(3/2,1/2)+","0.5 NS",2
"137PR",137,"PR","59",580.63,6,"3/2+",NA,NA
"137PR",137,"PR","59",724.96,14,"(5/2+)",NA,NA
"137PR",137,"PR","59",761.52,8,"3/2+",NA,NA
"137PR",137,"PR","59",857,8,"(1/2)+",NA,NA
"137PR",137,"PR","59",929.16,8,"(3/2+)",NA,NA
"137PR",137,"PR","59",1001.35,10,"(1/2)+",NA,NA
"137PR",137,"PR","59",1247.69,25,NA,NA,NA
"137PR",137,"PR","59",1293.6,2,NA,NA,NA
"137PR",137,"PR","59",1309.96,19,NA,NA,NA
"137PR",137,"PR","59",1484.55,15,NA,NA,NA
"137PR",137,"PR","59",1625.16,13,"1/2,3/2",NA,NA
"137PR",137,"PR","59",1940.74,14,NA,NA,NA
"137PR",137,"PR","59",1968.94,12,"(1/2+)",NA,NA
"137PR",137,"PR","59",1976.91,10,"(1/2+)",NA,NA
"137PR",137,"PR","59",2008.54,14,"(3/2)",NA,NA
"137PR",137,"PR","59",2044.62,13,NA,NA,NA
"137PR",137,"PR","59",2126.61,10,"(1/2+)",NA,NA
"137PR",137,"PR","59",2365,4,NA,NA,NA
"137PR",137,"PR","59",2410,1,NA,NA,NA
"137PR",137,"PR","59",2543.5,5,NA,NA,NA
"137PR",137,"PR","59",2590.5,5,NA,NA,NA
"137ND",137,"ND","60",519.5,3,"11/2-","1.6 S",NA
"137ND",137,"ND","60",1100.4,4,"13/2-",NA,NA
"137ND",137,"ND","60",1510.5,3,"(11/2)-",NA,NA
"137ND",137,"ND","60",1706.7,4,"(9/2,11/2)",NA,NA
"137ND",137,"ND","60",1788.4,5,NA,NA,NA
"137ND",137,"ND","60",1899.5,3,"(9/2-,11/2+)",NA,NA
"137ND",137,"ND","60",1987.4,5,"(9/2,11/2)",NA,NA
"137ND",137,"ND","60",2370,4,"(9/2,11/2,13/2)-",NA,NA
"137ND",137,"ND","60",2433.3,5,NA,NA,NA
"137ND",137,"ND","60",2722.1,4,NA,NA,NA
"137ND",137,"ND","60",2803.9,5,NA,NA,NA
"138BA",138,"BA","56",1435.803,10,"2+",NA,NA
"138CE",138,"CE","58",0,NA,"0+",NA,NA
"138CE",138,"CE","58",788.69,8,"2+","1.98 PS",4
"138CE",138,"CE","58",1476.88,11,"0+",NA,NA
"138CE",138,"CE","58",1510.45,17,"2+","0.834 PS",20
"138CE",138,"CE","58",2136.5,10,"4+",NA,NA
"138CE",138,"CE","58",2236.51,15,"2+","56.8 FS",35
"138CE",138,"CE","58",2339.8,13,"0+",NA,NA
"138CE",138,"CE","58",2470.96,15,"(1,2+)","109 FS",6
"138CE",138,"CE","58",2642.3,3,"2+","66 FS",32
"138CE",138,"CE","58",2903.16,21,"(1,2+)",NA,NA
"138CE",138,"CE","58",3177.4,7,NA,NA,NA
"138CE",138,"CE","58",2129.55,17,"7-","8.73 MS",20
"138CE",138,"CE","58",2765.24,18,"6-",NA,NA
"138CE",138,"CE","58",2899.4,4,"6-",NA,NA
"138CE",138,"CE","58",3368.3,5,NA,NA,NA
"138CE",138,"CE","58",3670.9,3,"(6,7-)",NA,NA
"138CE",138,"CE","58",3800.9,4,"(6,7-)",NA,NA
"138CE",138,"CE","58",3927,6,"(6,7-)",NA,NA
"138CE",138,"CE","58",4157.3,5,"6,7,8",NA,NA
"138CE",138,"CE","58",4248.4,7,"(6,7-)",NA,NA
"138PR",138,"PR","59",0,NA,"1+","1.45 M",5
"138PR",138,"PR","59",194.22,5,"0+,1+,2+",NA,NA
"138PR",138,"PR","59",199.52,4,"0+,1+,2+",NA,NA
"138PR",138,"PR","59",325.73,4,"1+",NA,NA
"138PR",138,"PR","59",326.96,6,"0+,1+,2+",NA,NA
"138PR",138,"PR","59",389.6,4,"(0,1,2)+",NA,NA
"138PR",138,"PR","59",505.9,4,"(1)+",NA,NA
"138PR",138,"PR","59",541.11,5,"0+,1+",NA,NA
"138PR",138,"PR","59",623.6,11,"(1)+",NA,NA
"138PR",138,"PR","59",673.9,7,"(1)+",NA,NA
"138PR",138,"PR","59",718,7,"(0-,1-,2-)",NA,NA
"139LA",139,"LA","57",0,NA,"7/2+",NA,NA
"139LA",139,"LA","57",165.8576,11,"5/2+","1.499 NS",19
"139CE",139,"CE","58",0,NA,"3/2+",NA,NA
"139CE",139,"CE","58",1320.249,20,"5/2+",NA,NA
"139CE",139,"CE","58",1347.337,10,"7/2+",NA,NA
"139CE",139,"CE","58",1578.24,22,"7/2-",NA,NA
"139CE",139,"CE","58",1596.59,20,"(3/2)+",NA,NA
"139CE",139,"CE","58",1630.674,18,"3/2+",NA,NA
"139CE",139,"CE","58",1818.436,22,"3/2+,5/2+",NA,NA
"139CE",139,"CE","58",1842.9,10,"(7/2-)",NA,NA
"139CE",139,"CE","58",1907.661,23,"(3/2)+",NA,NA
"139CE",139,"CE","58",1965.36,24,"(3/2,5/2+)",NA,NA
"139CE",139,"CE","58",1984.84,7,"(3/2,5/2+)",NA,NA
"139CE",139,"CE","58",2016.27,4,"(3/2+)",NA,NA
"139CE",139,"CE","58",2090,10,"(3/2+,5/2+)",NA,NA
"139PR",139,"PR","59",0,NA,"5/2+",NA,NA
"139PR",139,"PR","59",405.04,9,"3/2+",NA,NA
"139PR",139,"PR","59",588.82,15,"5/2+",NA,NA
"139PR",139,"PR","59",916.9,23,"(1/2+,3/2+,5/2+)",NA,NA
"139PR",139,"PR","59",1074.03,22,"(1/2+,3/2,5/2)",NA,NA
"139PR",139,"PR","59",1311.8,4,"(1/2+,3/2,5/2)",NA,NA
"139PR",139,"PR","59",1328.4,22,"(3/2+,5/2)",NA,NA
"139PR",139,"PR","59",1405.5,5,"(1/2+,3/2,5/2)",NA,NA
"139PR",139,"PR","59",1449,10,"(1/2+,3/2,5/2)",NA,NA
"139PR",139,"PR","59",1501.2,4,"(1/2+,3/2,5/2)",NA,NA
"139PR",139,"PR","59",1532,10,"(1/2+,3/2,5/2)",NA,NA
"139PR",139,"PR","59",113.87,5,"7/2+","2.60 NS",8
"139PR",139,"PR","59",822,10,"11/2-","36.8 NS",20
"139PR",139,"PR","59",828.09,18,"9/2+",NA,NA
"139PR",139,"PR","59",851.96,14,"11/2+",NA,NA
"139PR",139,"PR","59",1369.71,12,"(9/2-,11/2-)",NA,NA
"139PR",139,"PR","59",1523.21,11,"13/2-",NA,NA
"139PR",139,"PR","59",1584.4,6,NA,NA,NA
"139PR",139,"PR","59",1624.37,11,"9/2-",NA,NA
"139PR",139,"PR","59",1722,5,"15/2-",NA,NA
"139PR",139,"PR","59",1834.06,11,"(9/2-,11/2-)",NA,NA
"139PR",139,"PR","59",1926.98,12,"(11/2,13/2)-",NA,NA
"139PR",139,"PR","59",2048.64,12,"9/2-,11/2-",NA,NA
"139PR",139,"PR","59",2174.55,14,"9/2-",NA,NA
"139PR",139,"PR","59",2196.52,12,"(9/2-,11/2-,13/2-)",NA,NA
"139PR",139,"PR","59",2292,4,"(9/2,11/2,13/2+)",NA,NA
"139ND",139,"ND","60",0,NA,"3/2+",NA,NA
"139ND",139,"ND","60",95.31,9,"(1/2)+",NA,NA
"139ND",139,"ND","60",402.77,11,"(3/2,5/2)+",NA,NA
"139ND",139,"ND","60",463.1,12,"(3/2)+",NA,NA
"139ND",139,"ND","60",675.46,18,"(3/2,5/2+)",NA,NA
"139ND",139,"ND","60",756.45,18,"(3/2,5/2+)",NA,NA
"139ND",139,"ND","60",815.66,17,"(3/2,5/2,7/2+)",NA,NA
"139ND",139,"ND","60",932.89,19,"(7/2-)",NA,NA
"139ND",139,"ND","60",981.45,21,NA,NA,NA
"139ND",139,"ND","60",1066.2,4,NA,NA,NA
"139ND",139,"ND","60",1105,3,NA,NA,NA
"139ND",139,"ND","60",1282.1,5,NA,NA,NA
"139ND",139,"ND","60",1319.5,5,NA,NA,NA
"139ND",139,"ND","60",2021.43,17,NA,NA,NA
"139ND",139,"ND","60",2107.56,14,"(3/2,5/2,7/2)+",NA,NA
"139ND",139,"ND","60",2240.56,20,NA,NA,NA
"139ND",139,"ND","60",2261.27,20,NA,NA,NA
"139ND",139,"ND","60",2289,3,NA,NA,NA
"139ND",139,"ND","60",2340.08,21,NA,NA,NA
"139ND",139,"ND","60",2359.3,24,NA,NA,NA
"139PM",139,"PM","61",227.96,12,"(5/2+,7/2+)",NA,NA
"139PM",139,"PM","61",273.73,9,"(3/2)+",NA,NA
"139PM",139,"PM","61",306.69,9,"(1/2,3/2)+",NA,NA
"139PM",139,"PM","61",462.66,11,"(1/2,3/2)+",NA,NA
"139PM",139,"PM","61",589.48,14,NA,NA,NA
"139PM",139,"PM","61",596.31,12,"(1/2,3/2)+",NA,NA
"139PM",139,"PM","61",655.3,17,NA,NA,NA
"139PM",139,"PM","61",721.36,18,"(1/2,3/2)+",NA,NA
"139PM",139,"PM","61",782.03,9,"(1/2,3/2)+",NA,NA
"139PM",139,"PM","61",855.7,4,NA,NA,NA
"139PM",139,"PM","61",862.19,18,NA,NA,NA
"139PM",139,"PM","61",885.59,23,NA,NA,NA
"139PM",139,"PM","61",925.85,18,NA,NA,NA
"139PM",139,"PM","61",929.59,17,NA,NA,NA
"139PM",139,"PM","61",1015.75,15,NA,NA,NA
"139PM",139,"PM","61",1111.4,3,NA,NA,NA
"139PM",139,"PM","61",1126.87,22,NA,NA,NA
"139PM",139,"PM","61",1183.76,17,NA,NA,NA
"139PM",139,"PM","61",1207.4,3,NA,NA,NA
"139PM",139,"PM","61",1366.3,3,NA,NA,NA
"139PM",139,"PM","61",1441.87,16,NA,NA,NA
"139PM",139,"PM","61",1461.59,25,NA,NA,NA
"139PM",139,"PM","61",1463.1,3,NA,NA,NA
"139PM",139,"PM","61",1502.1,3,NA,NA,NA
"139PM",139,"PM","61",1526.65,23,NA,NA,NA
"139PM",139,"PM","61",1595.8,4,NA,NA,NA
"139PM",139,"PM","61",1666.4,3,NA,NA,NA
"139PM",139,"PM","61",1719.9,4,NA,NA,NA
"139PM",139,"PM","61",1981.8,3,NA,NA,NA
"139PM",139,"PM","61",2043.7,3,NA,NA,NA
"139PM",139,"PM","61",2074.6,4,NA,NA,NA
"139PM",139,"PM","61",2210.01,19,NA,NA,NA
"139PM",139,"PM","61",3236.1,3,NA,NA,NA
"139PM",139,"PM","61",188.7,3,"(11/2)-","180 MS",20
"139SM",139,"SM","62",457.37,23,"11/2-","10.7 S",6
"139SM",139,"SM","62",589.6,3,"(9/2)-",NA,NA
"139SM",139,"SM","62",686.7,4,NA,NA,NA
"139SM",139,"SM","62",720.75,20,"(7/2+)",NA,NA
"139SM",139,"SM","62",786.8,5,NA,NA,NA
"139SM",139,"SM","62",920.1,8,NA,NA,NA
"139SM",139,"SM","62",1020.2,6,NA,NA,NA
"139SM",139,"SM","62",1158.5,4,NA,NA,NA
"139SM",139,"SM","62",1176.4,5,NA,NA,NA
"139SM",139,"SM","62",1380.3,4,NA,NA,NA
"140CE",140,"CE","58",0,NA,"0+","STABLE",NA
"140CE",140,"CE","58",1596.15,18,"2+",NA,NA
"140CE",140,"CE","58",1903.1,5,"0+",NA,NA
"140CE",140,"CE","58",2347.9,4,"2+",NA,NA
"140CE",140,"CE","58",2521.4,4,"2+",NA,NA
"140CE",140,"CE","58",2547.14,18,"1+",NA,NA
"140CE",140,"CE","58",2899.7,4,"2+",NA,NA
"140CE",140,"CE","58",3016.8,5,"0+",NA,NA
"140CE",140,"CE","58",3119,15,"2+",NA,NA
"140CE",140,"CE","58",3320,20,"2+",NA,NA
"140PR",140,"PR","59",0,NA,"1+","3.39 M",1
"140ND",140,"ND","60",0,NA,"0+","3.37 D",2
"140ND",140,"ND","60",773.48,8,"2+","1.40 PS",11
"140ND",140,"ND","60",1412.86,12,"0+",NA,NA
"140ND",140,"ND","60",1489.3,8,"(2)+",NA,NA
"140ND",140,"ND","60",2139.68,12,"2+","152 FS",62
"140ND",140,"ND","60",2332.12,13,"2+",NA,NA
"140ND",140,"ND","60",2358.59,13,"0+",NA,NA
"140ND",140,"ND","60",2466.85,12,"2+",NA,NA
"140ND",140,"ND","60",2546.75,10,"0+",NA,NA
"140ND",140,"ND","60",2584.99,13,"0+",NA,NA
"140ND",140,"ND","60",2610.93,10,"(2+)",NA,NA
"140ND",140,"ND","60",2713.8,13,"2+",NA,NA
"140ND",140,"ND","60",2832.8,13,"(2+)",NA,NA
"140ND",140,"ND","60",2908.6,13,"0+",NA,NA
"140ND",140,"ND","60",3035.88,18,"(1,2)",NA,NA
"140ND",140,"ND","60",3139.9,13,"0+",NA,NA
"140ND",140,"ND","60",3506.71,22,"0+,1,2",NA,NA
"140ND",140,"ND","60",2221.51,10,"7-","0.60 MS",5
"140ND",140,"ND","60",2275.93,13,"5-",NA,NA
"140ND",140,"ND","60",2366.23,13,"6+",NA,NA
"140ND",140,"ND","60",2842.23,13,"7(-)",NA,NA
"140ND",140,"ND","60",2943.22,13,"(6+,7-)",NA,NA
"140ND",140,"ND","60",3060.75,14,"7-",NA,NA
"140ND",140,"ND","60",3238.8,5,"8-",NA,NA
"140ND",140,"ND","60",3418.51,15,"7,8,9(-)",NA,NA
"140ND",140,"ND","60",3672.73,15,"7(-)",NA,NA
"140ND",140,"ND","60",4349.32,25,"7,8,9",NA,NA
"140ND",140,"ND","60",4366.9,8,"7,8,9(-)",NA,NA
"140PM",140,"PM","61",0,NA,"1+","9.2 S",2
"140PM",140,"PM","61",225.47,6,"0+,1+,2+",NA,NA
